"location","lat","long","alt","year","bloom_date","bloom_doy"
"South Korea/Chuncheon",37.90256,127.7357,76.47,1994,1994-04-11,101
"South Korea/Chuncheon",37.90256,127.7357,76.47,2011,2011-04-02,92
"South Korea/Chuncheon",37.90256,127.7357,76.47,2012,2012-04-18,109
"South Korea/Chuncheon",37.90256,127.7357,76.47,2014,2014-04-04,94
"South Korea/Chuncheon",37.90256,127.7357,76.47,2015,2015-04-01,91
"South Korea/Chuncheon",37.90256,127.7357,76.47,2016,2016-04-07,98
"South Korea/Gangneung",37.75147,128.89098,26.04,1980,1980-04-17,108
"South Korea/Gangneung",37.75147,128.89098,26.04,1981,1981-04-14,104
"South Korea/Gangneung",37.75147,128.89098,26.04,1982,1982-04-12,102
"South Korea/Gangneung",37.75147,128.89098,26.04,1983,1983-04-16,106
"South Korea/Gangneung",37.75147,128.89098,26.04,1984,1984-05-01,122
"South Korea/Gangneung",37.75147,128.89098,26.04,1985,1985-04-22,112
"South Korea/Gangneung",37.75147,128.89098,26.04,1986,1986-04-14,104
"South Korea/Gangneung",37.75147,128.89098,26.04,1987,1987-04-15,105
"South Korea/Gangneung",37.75147,128.89098,26.04,1988,1988-04-17,108
"South Korea/Gangneung",37.75147,128.89098,26.04,1989,1989-04-09,99
"South Korea/Gangneung",37.75147,128.89098,26.04,1990,1990-04-07,97
"South Korea/Gangneung",37.75147,128.89098,26.04,1991,1991-04-15,105
"South Korea/Gangneung",37.75147,128.89098,26.04,1992,1992-04-05,96
"South Korea/Gangneung",37.75147,128.89098,26.04,1993,1993-04-08,98
"South Korea/Gangneung",37.75147,128.89098,26.04,1994,1994-04-11,101
"South Korea/Seoul",37.57142,126.9658,85.67,1980,1980-04-18,109
"South Korea/Seoul",37.57142,126.9658,85.67,1981,1981-04-15,105
"South Korea/Seoul",37.57142,126.9658,85.67,1982,1982-04-13,103
"South Korea/Seoul",37.57142,126.9658,85.67,1983,1983-04-01,91
"South Korea/Seoul",37.57142,126.9658,85.67,1984,1984-04-21,112
"South Korea/Seoul",37.57142,126.9658,85.67,1985,1985-04-16,106
"South Korea/Seoul",37.57142,126.9658,85.67,1986,1986-04-19,109
"South Korea/Seoul",37.57142,126.9658,85.67,1987,1987-04-18,108
"South Korea/Seoul",37.57142,126.9658,85.67,1988,1988-04-16,107
"South Korea/Seoul",37.57142,126.9658,85.67,1989,1989-04-01,91
"South Korea/Seoul",37.57142,126.9658,85.67,1990,1990-04-01,91
"South Korea/Seoul",37.57142,126.9658,85.67,1991,1991-04-12,102
"South Korea/Seoul",37.57142,126.9658,85.67,1992,1992-04-06,97
"South Korea/Seoul",37.57142,126.9658,85.67,1993,1993-04-18,108
"South Korea/Seoul",37.57142,126.9658,85.67,1994,1994-04-13,103
"South Korea/Seoul",37.57142,126.9658,85.67,1995,1995-04-16,106
"South Korea/Seoul",37.57142,126.9658,85.67,1996,1996-04-24,115
"South Korea/Seoul",37.57142,126.9658,85.67,2013,2013-04-18,108
"South Korea/Seoul",37.57142,126.9658,85.67,2014,2014-03-31,90
"South Korea/Seoul",37.57142,126.9658,85.67,2015,2015-04-06,96
"South Korea/Seoul",37.57142,126.9658,85.67,2016,2016-04-05,96
"South Korea/Seoul",37.57142,126.9658,85.67,2017,2017-04-01,91
"South Korea/Seoul",37.57142,126.9658,85.67,2018,2018-04-04,94
"South Korea/Seoul",37.57142,126.9658,85.67,2019,2019-04-08,98
"South Korea/Seoul",37.57142,126.9658,85.67,2020,2020-04-01,92
"South Korea/Incheon",37.47772,126.6249,68.99,1980,1980-04-27,118
"South Korea/Incheon",37.47772,126.6249,68.99,1981,1981-04-02,92
"South Korea/Incheon",37.47772,126.6249,68.99,1982,1982-04-21,111
"South Korea/Incheon",37.47772,126.6249,68.99,1983,1983-04-12,102
"South Korea/Incheon",37.47772,126.6249,68.99,1985,1985-04-26,116
"South Korea/Incheon",37.47772,126.6249,68.99,1986,1986-04-27,117
"South Korea/Incheon",37.47772,126.6249,68.99,1987,1987-04-22,112
"South Korea/Incheon",37.47772,126.6249,68.99,1988,1988-04-22,113
"South Korea/Incheon",37.47772,126.6249,68.99,1989,1989-04-13,103
"South Korea/Incheon",37.47772,126.6249,68.99,1990,1990-04-18,108
"South Korea/Incheon",37.47772,126.6249,68.99,1991,1991-04-13,103
"South Korea/Incheon",37.47772,126.6249,68.99,1992,1992-04-07,98
"South Korea/Incheon",37.47772,126.6249,68.99,1993,1993-04-25,115
"South Korea/Incheon",37.47772,126.6249,68.99,1994,1994-04-16,106
"South Korea/Incheon",37.47772,126.6249,68.99,2015,2015-04-11,101
"South Korea/Incheon",37.47772,126.6249,68.99,2016,2016-04-11,102
"South Korea/Incheon",37.47772,126.6249,68.99,2017,2017-04-14,104
"South Korea/Incheon",37.47772,126.6249,68.99,2018,2018-04-12,102
"South Korea/Incheon",37.47772,126.6249,68.99,2019,2019-04-15,105
"South Korea/Incheon",37.47772,126.6249,68.99,2020,2020-04-06,97
"South Korea/Wonju",37.33756,127.9466,148.6,1980,1980-04-21,112
"South Korea/Wonju",37.33756,127.9466,148.6,1981,1981-04-02,92
"South Korea/Wonju",37.33756,127.9466,148.6,1982,1982-04-28,118
"South Korea/Wonju",37.33756,127.9466,148.6,1983,1983-04-26,116
"South Korea/Wonju",37.33756,127.9466,148.6,1984,1984-04-23,114
"South Korea/Wonju",37.33756,127.9466,148.6,1985,1985-04-19,109
"South Korea/Wonju",37.33756,127.9466,148.6,1986,1986-04-19,109
"South Korea/Wonju",37.33756,127.9466,148.6,1987,1987-04-22,112
"South Korea/Wonju",37.33756,127.9466,148.6,1988,1988-04-25,116
"South Korea/Wonju",37.33756,127.9466,148.6,1989,1989-04-14,104
"South Korea/Wonju",37.33756,127.9466,148.6,1990,1990-04-01,91
"South Korea/Wonju",37.33756,127.9466,148.6,1991,1991-04-15,105
"South Korea/Wonju",37.33756,127.9466,148.6,1992,1992-04-01,92
"South Korea/Wonju",37.33756,127.9466,148.6,1993,1993-04-19,109
"South Korea/Wonju",37.33756,127.9466,148.6,1994,1994-04-12,102
"South Korea/Wonju",37.33756,127.9466,148.6,2005,2005-04-18,108
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1980,1980-04-25,116
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1981,1981-04-02,92
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1982,1982-04-18,108
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1983,1983-04-18,108
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1984,1984-04-29,120
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1985,1985-04-24,114
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1986,1986-04-02,92
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1987,1987-04-09,99
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1988,1988-04-23,114
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1989,1989-04-14,104
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1990,1990-04-07,97
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1991,1991-04-18,108
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1992,1992-04-12,103
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1993,1993-04-09,99
"South Korea/Ulleungdo",37.48129,130.89864,222.4,1994,1994-04-08,98
"South Korea/Ulleungdo",37.48129,130.89864,222.4,2005,2005-04-22,112
"South Korea/Ulleungdo",37.48129,130.89864,222.4,2016,2016-04-06,97
"South Korea/Ulleungdo",37.48129,130.89864,222.4,2017,2017-04-07,97
"South Korea/Ulleungdo",37.48129,130.89864,222.4,2018,2018-04-09,99
"South Korea/Ulleungdo",37.48129,130.89864,222.4,2019,2019-03-26,85
"South Korea/Ulleungdo",37.48129,130.89864,222.4,2020,2020-03-31,91
"South Korea/Suwon",37.27226,126.98533,34.84,1980,1980-04-19,110
"South Korea/Suwon",37.27226,126.98533,34.84,1981,1981-04-22,112
"South Korea/Suwon",37.27226,126.98533,34.84,1982,1982-04-15,105
"South Korea/Suwon",37.27226,126.98533,34.84,1983,1983-04-14,104
"South Korea/Suwon",37.27226,126.98533,34.84,1984,1984-04-24,115
"South Korea/Suwon",37.27226,126.98533,34.84,1985,1985-04-21,111
"South Korea/Suwon",37.27226,126.98533,34.84,1986,1986-04-02,92
"South Korea/Suwon",37.27226,126.98533,34.84,1987,1987-04-18,108
"South Korea/Suwon",37.27226,126.98533,34.84,1988,1988-04-21,112
"South Korea/Suwon",37.27226,126.98533,34.84,1989,1989-04-09,99
"South Korea/Suwon",37.27226,126.98533,34.84,1990,1990-04-12,102
"South Korea/Suwon",37.27226,126.98533,34.84,1991,1991-04-15,105
"South Korea/Suwon",37.27226,126.98533,34.84,1992,1992-04-06,97
"South Korea/Suwon",37.27226,126.98533,34.84,1993,1993-04-19,109
"South Korea/Suwon",37.27226,126.98533,34.84,1994,1994-04-14,104
"South Korea/Suwon",37.27226,126.98533,34.84,1995,1995-04-18,108
"South Korea/Suwon",37.27226,126.98533,34.84,2015,2015-04-09,99
"South Korea/Suwon",37.27226,126.98533,34.84,2016,2016-04-06,97
"South Korea/Suwon",37.27226,126.98533,34.84,2017,2017-04-01,91
"South Korea/Suwon",37.27226,126.98533,34.84,2018,2018-04-03,93
"South Korea/Suwon",37.27226,126.98533,34.84,2019,2019-04-01,91
"South Korea/Suwon",37.27226,126.98533,34.84,2020,2020-04-05,96
"South Korea/Chungju",36.97038,127.95266,116.3,1980,1980-04-19,110
"South Korea/Chungju",36.97038,127.95266,116.3,1981,1981-04-17,107
"South Korea/Chungju",36.97038,127.95266,116.3,1982,1982-04-15,105
"South Korea/Chungju",36.97038,127.95266,116.3,1983,1983-04-19,109
"South Korea/Chungju",36.97038,127.95266,116.3,1984,1984-04-25,116
"South Korea/Chungju",36.97038,127.95266,116.3,1985,1985-04-17,107
"South Korea/Chungju",36.97038,127.95266,116.3,1986,1986-04-02,92
"South Korea/Chungju",36.97038,127.95266,116.3,1987,1987-04-21,111
"South Korea/Chungju",36.97038,127.95266,116.3,1988,1988-04-22,113
"South Korea/Chungju",36.97038,127.95266,116.3,1989,1989-04-07,97
"South Korea/Chungju",36.97038,127.95266,116.3,1990,1990-04-13,103
"South Korea/Chungju",36.97038,127.95266,116.3,1991,1991-04-14,104
"South Korea/Chungju",36.97038,127.95266,116.3,1992,1992-04-06,97
"South Korea/Chungju",36.97038,127.95266,116.3,1993,1993-04-18,108
"South Korea/Chungju",36.97038,127.95266,116.3,1994,1994-04-12,102
"South Korea/Chungju",36.97038,127.95266,116.3,2015,2015-04-01,91
"South Korea/Seosan",36.77661,126.49391,25.86,1980,1980-04-19,110
"South Korea/Seosan",36.77661,126.49391,25.86,1981,1981-04-17,107
"South Korea/Seosan",36.77661,126.49391,25.86,1982,1982-04-16,106
"South Korea/Seosan",36.77661,126.49391,25.86,1983,1983-04-15,105
"South Korea/Seosan",36.77661,126.49391,25.86,1984,1984-04-25,116
"South Korea/Seosan",36.77661,126.49391,25.86,1985,1985-04-02,92
"South Korea/Seosan",36.77661,126.49391,25.86,1986,1986-04-21,111
"South Korea/Seosan",36.77661,126.49391,25.86,1987,1987-04-18,108
"South Korea/Seosan",36.77661,126.49391,25.86,1988,1988-04-22,113
"South Korea/Seosan",36.77661,126.49391,25.86,1989,1989-04-14,104
"South Korea/Seosan",36.77661,126.49391,25.86,1990,1990-04-17,107
"South Korea/Seosan",36.77661,126.49391,25.86,1991,1991-04-18,108
"South Korea/Seosan",36.77661,126.49391,25.86,1992,1992-04-09,100
"South Korea/Seosan",36.77661,126.49391,25.86,1993,1993-04-02,92
"South Korea/Seosan",36.77661,126.49391,25.86,1994,1994-04-15,105
"South Korea/Seosan",36.77661,126.49391,25.86,2015,2015-04-01,91
"South Korea/Seosan",36.77661,126.49391,25.86,2016,2016-04-09,100
"South Korea/Seosan",36.77661,126.49391,25.86,2017,2017-04-12,102
"South Korea/Uljin",36.99176,129.41278,50,1980,1980-04-23,114
"South Korea/Uljin",36.99176,129.41278,50,1981,1981-04-17,107
"South Korea/Uljin",36.99176,129.41278,50,1982,1982-04-11,101
"South Korea/Uljin",36.99176,129.41278,50,1983,1983-04-17,107
"South Korea/Uljin",36.99176,129.41278,50,1984,1984-04-26,117
"South Korea/Uljin",36.99176,129.41278,50,1985,1985-04-02,92
"South Korea/Uljin",36.99176,129.41278,50,1986,1986-04-16,106
"South Korea/Uljin",36.99176,129.41278,50,1987,1987-04-11,101
"South Korea/Uljin",36.99176,129.41278,50,1988,1988-04-02,93
"South Korea/Uljin",36.99176,129.41278,50,1989,1989-04-08,98
"South Korea/Uljin",36.99176,129.41278,50,1990,1990-04-05,95
"South Korea/Uljin",36.99176,129.41278,50,1991,1991-04-19,109
"South Korea/Uljin",36.99176,129.41278,50,1992,1992-04-09,100
"South Korea/Uljin",36.99176,129.41278,50,1993,1993-04-04,94
"South Korea/Uljin",36.99176,129.41278,50,1994,1994-04-01,91
"South Korea/Uljin",36.99176,129.41278,50,2015,2015-04-03,93
"South Korea/Cheongju",36.63924,127.44066,58.7,1980,1980-04-17,108
"South Korea/Cheongju",36.63924,127.44066,58.7,1981,1981-04-13,103
"South Korea/Cheongju",36.63924,127.44066,58.7,1982,1982-04-09,99
"South Korea/Cheongju",36.63924,127.44066,58.7,1983,1983-04-12,102
"South Korea/Cheongju",36.63924,127.44066,58.7,1984,1984-04-24,115
"South Korea/Cheongju",36.63924,127.44066,58.7,1985,1985-04-16,106
"South Korea/Cheongju",36.63924,127.44066,58.7,1986,1986-04-15,105
"South Korea/Cheongju",36.63924,127.44066,58.7,1987,1987-04-18,108
"South Korea/Cheongju",36.63924,127.44066,58.7,1988,1988-04-17,108
"South Korea/Cheongju",36.63924,127.44066,58.7,1989,1989-04-01,91
"South Korea/Cheongju",36.63924,127.44066,58.7,1990,1990-04-01,91
"South Korea/Cheongju",36.63924,127.44066,58.7,1991,1991-04-14,104
"South Korea/Cheongju",36.63924,127.44066,58.7,1992,1992-04-05,96
"South Korea/Cheongju",36.63924,127.44066,58.7,1993,1993-04-17,107
"South Korea/Cheongju",36.63924,127.44066,58.7,1994,1994-04-09,99
"South Korea/Cheongju",36.63924,127.44066,58.7,2015,2015-04-04,94
"South Korea/Cheongju",36.63924,127.44066,58.7,2016,2016-04-03,94
"South Korea/Cheongju",36.63924,127.44066,58.7,2017,2017-04-07,97
"South Korea/Cheongju",36.63924,127.44066,58.7,2018,2018-04-03,93
"South Korea/Cheongju",36.63924,127.44066,58.7,2019,2019-04-06,96
"South Korea/Cheongju",36.63924,127.44066,58.7,2020,2020-03-29,89
"South Korea/Daejeon",36.372,127.37212,68.9,1980,1980-04-12,103
"South Korea/Daejeon",36.372,127.37212,68.9,1981,1981-04-13,103
"South Korea/Daejeon",36.372,127.37212,68.9,1982,1982-04-06,96
"South Korea/Daejeon",36.372,127.37212,68.9,1983,1983-04-08,98
"South Korea/Daejeon",36.372,127.37212,68.9,1984,1984-04-16,107
"South Korea/Daejeon",36.372,127.37212,68.9,1985,1985-04-11,101
"South Korea/Daejeon",36.372,127.37212,68.9,1986,1986-04-12,102
"South Korea/Daejeon",36.372,127.37212,68.9,1987,1987-04-09,99
"South Korea/Daejeon",36.372,127.37212,68.9,1988,1988-04-13,104
"South Korea/Daejeon",36.372,127.37212,68.9,1989,1989-04-05,95
"South Korea/Daejeon",36.372,127.37212,68.9,1990,1990-04-05,95
"South Korea/Daejeon",36.372,127.37212,68.9,1991,1991-04-11,101
"South Korea/Daejeon",36.372,127.37212,68.9,1992,1992-04-02,93
"South Korea/Daejeon",36.372,127.37212,68.9,1993,1993-04-05,95
"South Korea/Daejeon",36.372,127.37212,68.9,1994,1994-04-07,97
"South Korea/Daejeon",36.372,127.37212,68.9,1995,1995-04-14,104
"South Korea/Daejeon",36.372,127.37212,68.9,2015,2015-04-01,91
"South Korea/Daejeon",36.372,127.37212,68.9,2016,2016-04-02,93
"South Korea/Daejeon",36.372,127.37212,68.9,2017,2017-04-06,96
"South Korea/Daejeon",36.372,127.37212,68.9,2018,2018-04-02,92
"South Korea/Daejeon",36.372,127.37212,68.9,2019,2019-04-06,96
"South Korea/Daejeon",36.372,127.37212,68.9,2020,2020-03-29,89
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1980,1980-04-02,93
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1981,1981-04-15,105
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1982,1982-04-14,104
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1983,1983-04-14,104
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1984,1984-04-23,114
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1985,1985-04-02,92
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1986,1986-04-18,108
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1987,1987-04-18,108
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1988,1988-04-19,110
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1989,1989-04-01,91
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1990,1990-04-13,103
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1991,1991-04-19,109
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1992,1992-04-06,97
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1993,1993-04-17,107
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,1994,1994-04-12,102
"South Korea/Chupungnyeong",36.22023,127.99457,243.7,2015,2015-04-17,107
"South Korea/Pohang",36.03201,129.38002,3.94,1980,1980-04-12,103
"South Korea/Pohang",36.03201,129.38002,3.94,1981,1981-04-15,105
"South Korea/Pohang",36.03201,129.38002,3.94,1984,1984-04-18,109
"South Korea/Pohang",36.03201,129.38002,3.94,1985,1985-04-14,104
"South Korea/Pohang",36.03201,129.38002,3.94,1986,1986-04-09,99
"South Korea/Pohang",36.03201,129.38002,3.94,1987,1987-04-01,91
"South Korea/Pohang",36.03201,129.38002,3.94,1988,1988-04-13,104
"South Korea/Pohang",36.03201,129.38002,3.94,1989,1989-04-03,93
"South Korea/Pohang",36.03201,129.38002,3.94,1990,1990-04-02,92
"South Korea/Pohang",36.03201,129.38002,3.94,1991,1991-04-15,105
"South Korea/Pohang",36.03201,129.38002,3.94,1992,1992-04-03,94
"South Korea/Pohang",36.03201,129.38002,3.94,1993,1993-04-11,101
"South Korea/Pohang",36.03201,129.38002,3.94,1994,1994-04-01,91
"South Korea/Pohang",36.03201,129.38002,3.94,2015,2015-04-01,91
"South Korea/Pohang",36.03201,129.38002,3.94,2016,2016-03-31,91
"South Korea/Pohang",36.03201,129.38002,3.94,2017,2017-03-31,90
"South Korea/Pohang",36.03201,129.38002,3.94,2018,2018-03-29,88
"South Korea/Pohang",36.03201,129.38002,3.94,2019,2019-03-27,86
"South Korea/Pohang",36.03201,129.38002,3.94,2020,2020-03-26,86
"South Korea/Gunsan",36.0053,126.76135,23.2,1980,1980-04-22,113
"South Korea/Gunsan",36.0053,126.76135,23.2,1981,1981-04-02,92
"South Korea/Gunsan",36.0053,126.76135,23.2,1982,1982-04-02,92
"South Korea/Gunsan",36.0053,126.76135,23.2,1983,1983-04-16,106
"South Korea/Gunsan",36.0053,126.76135,23.2,1984,1984-04-23,114
"South Korea/Gunsan",36.0053,126.76135,23.2,1985,1985-04-02,92
"South Korea/Gunsan",36.0053,126.76135,23.2,1986,1986-04-22,112
"South Korea/Gunsan",36.0053,126.76135,23.2,1988,1988-04-21,112
"South Korea/Gunsan",36.0053,126.76135,23.2,1989,1989-04-14,104
"South Korea/Gunsan",36.0053,126.76135,23.2,1990,1990-04-12,102
"South Korea/Gunsan",36.0053,126.76135,23.2,1991,1991-04-19,109
"South Korea/Gunsan",36.0053,126.76135,23.2,1992,1992-04-08,99
"South Korea/Gunsan",36.0053,126.76135,23.2,1993,1993-04-18,108
"South Korea/Gunsan",36.0053,126.76135,23.2,1994,1994-04-17,107
"South Korea/Gunsan",36.0053,126.76135,23.2,2015,2015-04-09,99
"South Korea/Daegu",35.87797,128.65295,53.5,1980,1980-04-11,102
"South Korea/Daegu",35.87797,128.65295,53.5,1981,1981-04-09,99
"South Korea/Daegu",35.87797,128.65295,53.5,1982,1982-03-31,90
"South Korea/Daegu",35.87797,128.65295,53.5,1983,1983-04-07,97
"South Korea/Daegu",35.87797,128.65295,53.5,1984,1984-04-14,105
"South Korea/Daegu",35.87797,128.65295,53.5,1985,1985-04-09,99
"South Korea/Daegu",35.87797,128.65295,53.5,1986,1986-04-01,91
"South Korea/Daegu",35.87797,128.65295,53.5,1987,1987-04-05,95
"South Korea/Daegu",35.87797,128.65295,53.5,1988,1988-04-12,103
"South Korea/Daegu",35.87797,128.65295,53.5,1989,1989-04-03,93
"South Korea/Daegu",35.87797,128.65295,53.5,1990,1990-03-03,62
"South Korea/Daegu",35.87797,128.65295,53.5,1991,1991-04-09,99
"South Korea/Daegu",35.87797,128.65295,53.5,1992,1992-04-03,94
"South Korea/Daegu",35.87797,128.65295,53.5,1993,1993-04-04,94
"South Korea/Daegu",35.87797,128.65295,53.5,1994,1994-04-06,96
"South Korea/Daegu",35.87797,128.65295,53.5,1995,1995-04-08,98
"South Korea/Daegu",35.87797,128.65295,53.5,2015,2015-04-01,91
"South Korea/Daegu",35.87797,128.65295,53.5,2016,2016-03-31,91
"South Korea/Daegu",35.87797,128.65295,53.5,2017,2017-04-02,92
"South Korea/Daegu",35.87797,128.65295,53.5,2018,2018-03-29,88
"South Korea/Daegu",35.87797,128.65295,53.5,2019,2019-03-26,85
"South Korea/Daegu",35.87797,128.65295,53.5,2020,2020-03-27,87
"South Korea/Jeonju",35.8408,127.119,61.4,1980,1980-04-18,109
"South Korea/Jeonju",35.8408,127.119,61.4,1981,1981-04-16,106
"South Korea/Jeonju",35.8408,127.119,61.4,1982,1982-04-15,105
"South Korea/Jeonju",35.8408,127.119,61.4,1984,1984-04-02,93
"South Korea/Jeonju",35.8408,127.119,61.4,1985,1985-04-16,106
"South Korea/Jeonju",35.8408,127.119,61.4,1986,1986-04-16,106
"South Korea/Jeonju",35.8408,127.119,61.4,1987,1987-04-13,103
"South Korea/Jeonju",35.8408,127.119,61.4,1988,1988-04-17,108
"South Korea/Jeonju",35.8408,127.119,61.4,1989,1989-04-09,99
"South Korea/Jeonju",35.8408,127.119,61.4,1990,1990-04-06,96
"South Korea/Jeonju",35.8408,127.119,61.4,1991,1991-04-12,102
"South Korea/Jeonju",35.8408,127.119,61.4,1992,1992-04-06,97
"South Korea/Jeonju",35.8408,127.119,61.4,1993,1993-04-16,106
"South Korea/Jeonju",35.8408,127.119,61.4,1994,1994-04-12,102
"South Korea/Jeonju",35.8408,127.119,61.4,2015,2015-04-01,91
"South Korea/Jeonju",35.8408,127.119,61.4,2016,2016-04-05,96
"South Korea/Jeonju",35.8408,127.119,61.4,2017,2017-04-05,95
"South Korea/Jeonju",35.8408,127.119,61.4,2018,2018-04-01,91
"South Korea/Jeonju",35.8408,127.119,61.4,2019,2019-04-05,95
"South Korea/Jeonju",35.8408,127.119,61.4,2020,2020-03-31,91
"South Korea/Ulsan",35.5825,129.3347222,82,1980,1980-04-09,100
"South Korea/Ulsan",35.5825,129.3347222,82,1981,1981-04-01,91
"South Korea/Ulsan",35.5825,129.3347222,82,1982,1982-04-02,92
"South Korea/Ulsan",35.5825,129.3347222,82,1983,1983-04-12,102
"South Korea/Ulsan",35.5825,129.3347222,82,1984,1984-04-16,107
"South Korea/Ulsan",35.5825,129.3347222,82,1985,1985-04-13,103
"South Korea/Ulsan",35.5825,129.3347222,82,1986,1986-04-01,91
"South Korea/Ulsan",35.5825,129.3347222,82,1987,1987-04-04,94
"South Korea/Ulsan",35.5825,129.3347222,82,1988,1988-04-12,103
"South Korea/Ulsan",35.5825,129.3347222,82,1989,1989-04-02,92
"South Korea/Ulsan",35.5825,129.3347222,82,1990,1990-03-28,87
"South Korea/Ulsan",35.5825,129.3347222,82,1991,1991-04-13,103
"South Korea/Ulsan",35.5825,129.3347222,82,1992,1992-04-01,92
"South Korea/Ulsan",35.5825,129.3347222,82,1993,1993-04-03,93
"South Korea/Ulsan",35.5825,129.3347222,82,1994,1994-04-06,96
"South Korea/Ulsan",35.5825,129.3347222,82,2016,2016-03-31,91
"South Korea/Ulsan",35.5825,129.3347222,82,2017,2017-04-02,92
"South Korea/Ulsan",35.5825,129.3347222,82,2018,2018-03-31,90
"South Korea/Ulsan",35.5825,129.3347222,82,2019,2019-03-28,87
"South Korea/Ulsan",35.5825,129.3347222,82,2020,2020-03-27,87
"South Korea/Gwangju",35.17294,126.89158,72.38,1980,1980-04-11,102
