"location","lat","long","alt","year","bloom_date","bloom_doy"
"washingtondc",38.8853496,-77.0386278,0,2004,2004-03-31,91
"washingtondc",38.8853496,-77.0386278,0,2005,2005-04-09,99
"washingtondc",38.8853496,-77.0386278,0,2006,2006-03-30,89
"washingtondc",38.8853496,-77.0386278,0,2007,2007-04-01,91
"washingtondc",38.8853496,-77.0386278,0,2008,2008-03-26,86
"washingtondc",38.8853496,-77.0386278,0,2009,2009-04-01,91
"washingtondc",38.8853496,-77.0386278,0,2010,2010-03-31,90
"washingtondc",38.8853496,-77.0386278,0,2011,2011-03-29,88
"washingtondc",38.8853496,-77.0386278,0,2012,2012-03-20,80
"washingtondc",38.8853496,-77.0386278,0,2013,2013-04-09,99
"washingtondc",38.8853496,-77.0386278,0,2014,2014-04-10,100
"washingtondc",38.8853496,-77.0386278,0,2015,2015-04-10,100
"washingtondc",38.8853496,-77.0386278,0,2016,2016-03-25,85
"washingtondc",38.8853496,-77.0386278,0,2017,2017-03-25,84
"washingtondc",38.8853496,-77.0386278,0,2018,2018-04-05,95
"washingtondc",38.8853496,-77.0386278,0,2019,2019-04-01,91
"washingtondc",38.8853496,-77.0386278,0,2020,2020-03-20,80
"washingtondc",38.8853496,-77.0386278,0,2021,2021-03-28,87
"washingtondc",38.8853496,-77.0386278,0,2022,2022-03-21,80
"washingtondc",38.8853496,-77.0386278,0,2023,2023-03-23,82
"washingtondc",38.8853496,-77.0386278,0,2024,2024-03-17,77
